first_name,last_name,gender
Mentor,Ahmeti,M
Kujtim,Salihu,M
Zana,Kryeziu,F
Luljeta,Limani,F
Dafina,Ademi,F
Saranda,Ibrahimi,F
Egzon,Aliu,M
Besim,Ibrahimi,M
Gezim,Gashi,M
Ganimete,Nuhiu,F
Agon,Limani,M
Mentor,Syla,M
Vjollca,Kabashi,F
Majlinda,Tahiri,F
Lulzim,Sinani,M
Isa,Ferati,M
Parin,Shala,M
Zylfije,Rugova,F
Gezim,Dauti,M
Bujar,Rugova,M
Lavdim,Hasani,M
Zylfije,Syla,F
Bujar,Hasani,M
Fatmir,Selimi,M
Samir,Osmani,M
Xhevdet,Sinani,M
Qendrim,Likaj,M
Kastriot,Syla,M
Remzije,Osmani,F
Luan,Demiri,M
Saranda,Ferati,F
Besim,Salihu,M
Arben,Hasani,M
Elira,Osmani,F
Leonora,Dauti,F
Majlinda,Hoxha,F
Isa,Rexhepi,M
Sokol,Kastrati,M
Xhevahire,Sinani,F
Faton,Shala,M
Saranda,Bajrami,F
Valon,Berisha,M
Yllka,Nuhiu,F
Orhidea,Ahmeti,F
Shqipe,Mehmeti,F
Egzon,Aliu,M
Pranvera,Miftari,F
Drilon,Ferati,M
Majlinda,Gashi,F
Iliriana,Zeqiri,F
Parin,Limani,M
Ermal,Bajrami,M
Vjollca,Tahiri,F
Spartak,Salihu,M
Haxhere,Hajdari,F
Gezim,Ahmeti,M
Ymerije,Dauti,F
Isa,Hoxha,M
Xheneta,Gashi,F
Valbona,Krasniqi,F
Blerim,Syla,M
Blerim,Ademi,M
Valbona,Bytyqi,F
Blerta,Osmani,F
Dafina,Isufi,F
Qendresa,Ferati,F
Majlinda,Hajdari,F
Nora,Tahiri,F
Erim,Abazi,M
Lulzim,Hyseni,M
Faton,Osmani,M
Kaltrina,Bajrami,F
Hana,Hasani,F
Drilon,Gashi,M
Leonora,Aliu,F
Rina,Hoxha,F
Flutura,Hasani,F
Xhevahire,Miftari,F
Burbuqe,Rexhepi,F
Fisnik,Shala,M
Jehona,Selimi,F
Ganimete,Bajrami,F
Oli,Bajrami,F
Qendrim,Zeqiri,M
Yllka,Kryeziu,F
Xhevahire,Kastrati,F
Blerim,Sadiku,M
Blerina,Mehmeti,F
Orhidea,Salihu,F
Vlora,Zeqiri,F
Rina,Osmani,F
Flutura,Shala,F
Luljeta,Kryeziu,F
Kushtrim,Demiri,M
Parin,Tahiri,M
Luan,Shala,M
Bujar,Limani,M
Rrezart,Zeqiri,M
Remzije,Rugova,F
Kujtim,Dauti,M
Shqipe,Sinani,F
Nerenxa,Ferati,F
Kujtesa,Tahiri,F
Xhevahire,Kastrati,F
Gentiana,Abazi,F
Rrezart,Likaj,M
Donika,Miftari,F
Edona,Mehmeti,F
Fisnik,Likaj,M
Nderim,Shala,M
Arjeta,Tahiri,F
Agon,Zeqiri,M
Qamile,Bajrami,F
Faton,Maliqi,M
Petrit,Miftari,M
Elira,Kastrati,F
Qamil,Hasani,M
Tringa,Tahiri,F
Haxhere,Bytyqi,F
Jehona,Rugova,F
Bashkim,Thaqi,M
Isa,Ibrahimi,M
Oli,Maliqi,F
Haxhere,Morina,F
Lavdim,Miftari,M
Perparim,Salihu,M
Veton,Shala,M
Visar,Ahmeti,M
Fatmir,Selimi,M
Adelina,Bajrami,F
Veton,Hajdari,M
Iliriana,Demiri,F
Oli,Osmani,F
Qendresa,Sinani,F
Parin,Abazi,M
Fatmir,Ademi,M
Blerta,Sinani,F
Kujtim,Zeqiri,M
Drita,Syla,F
Valbona,Hasani,F
Ymerije,Nuhiu,F
Qamil,Ademi,M
Qendresa,Miftari,F
Ermal,Isufi,M
Dardan,Hasani,M
Besarta,Shala,F
Qendresa,Shala,F
Qamile,Ibrahimi,F
Astrit,Ibrahimi,M
Bujar,Nuhiu,M
Mentor,Ibrahimi,M
Ermal,Maliqi,M
Fjolla,Isufi,F
Xhevdet,Ahmeti,M
Visar,Sinani,M
Besim,Ademi,M
Fjolla,Aliu,F
Kujtesa,Hajdari,F
Nora,Morina,F
Kushtrim,Bytyqi,M
Fitore,Ademi,F
Erzen,Ademi,M
Drilon,Sadiku,M
Fitore,Mehmeti,F
Veton,Hyseni,M
Qamil,Limani,M
Valon,Kabashi,M
Pranvera,Rexhepi,F
Bashkim,Kryeziu,M
Kushtrim,Selimi,M
Majlinda,Hasani,F
Drita,Berisha,F
Ramiz,Aliu,M
Shaban,Miftari,M
Mentor,Maliqi,M
Orhidea,Isufi,F
Astrit,Ademi,M
Isa,Krasniqi,M
Naim,Rexhepi,M
Besarta,Likaj,F
Veton,Miftari,M
Kujtim,Kastrati,M
Qamil,Thaqi,M
Gentiana,Nuhiu,F
Shkelzen,Hyseni,M
Sokol,Kryeziu,M
Blerta,Ferati,F
Urti,Krasniqi,F
Xhevahire,Krasniqi,F
Arjeta,Rugova,F
Fjolla,Osmani,F
Shaban,Aliu,M
Urti,Ademi,F
Zana,Gashi,F
Samir,Hoxha,M
Mimoza,Hasani,F
Rina,Maliqi,F
Besnik,Berisha,M
Ilir,Gashi,M
Dardan,Bytyqi,M
Shaban,Berisha,M
Tringa,Krasniqi,F
Hana,Selimi,F
Sokol,Dauti,M
Dardan,Kabashi,M
Rexhep,Ademi,M
Luan,Ferati,M
Kujtesa,Bytyqi,F
Hana,Syla,F
Lulzim,Nuhiu,M
Teuta,Krasniqi,F
Haxhere,Shala,F
Erim,Bajrami,M
Sokol,Salihu,M
Astrit,Isufi,M
Samir,Sinani,M
Pajtime,Sadiku,F
Saranda,Gashi,F
Drita,Isufi,F
Visar,Demiri,M
Mentor,Dauti,M
Vlora,Aliu,F
Mentor,Salihu,M
Ganimete,Likaj,F
Rexhep,Ferati,M
Faton,Bytyqi,M
Gezim,Ferati,M
Egzon,Morina,M
Teuta,Thaqi,F
Shaban,Morina,M
Dafina,Sadiku,F
Teuta,Gashi,F
Blerina,Rugova,F
Zana,Salihu,F
Petrit,Kryeziu,M
Faton,Rugova,M
Zef,Syla,M
Artan,Isufi,M
Perparim,Nuhiu,M
Flutura,Morina,F
Leonora,Sinani,F
Pranvera,Thaqi,F
Ganimete,Shala,F
Rrezart,Limani,M
Valbona,Maliqi,F
Iliriana,Kastrati,F
Parin,Krasniqi,M
Arben,Sinani,M
Zef,Berisha,M
Ganimete,Zeqiri,F
Drita,Osmani,F
Egzona,Kryeziu,F
Yllka,Aliu,F
Faton,Rexhepi,M
Mentor,Ahmeti,M
Perparim,Ademi,M
Sokol,Maliqi,M
Luan,Isufi,M
Mentor,Thaqi,M
Qamile,Limani,F
Qamile,Gashi,F
Urti,Morina,F
Flamur,Tahiri,M
Nderim,Limani,M
Jeta,Shala,F
Nderim,Syla,M
Besarta,Syla,F
Jehona,Ademi,F
Luan,Kabashi,M
Kujtesa,Sinani,F
Arben,Limani,M
Mentor,Likaj,M
Egzon,Ahmeti,M
Qendrim,Bytyqi,M
Kujtesa,Kabashi,F
Ramiz,Limani,M
Ermal,Abazi,M
Kaltrina,Tahiri,F
Jeta,Sinani,F
Haxhere,Aliu,F
Spartak,Ibrahimi,M
Bashkim,Mehmeti,M
Donika,Ferati,F
Veton,Syla,M
Rexhep,Isufi,M
Saranda,Thaqi,F
Pajtime,Bajrami,F
Yll,Abazi,M
Erzen,Zeqiri,M
Iliriana,Hyseni,F
Fatmire,Hajdari,F
Bujar,Zeqiri,M
Bashkim,Dauti,M
Visar,Sinani,M
Pajtime,Krasniqi,F
Artan,Limani,M
Pranvera,Isufi,F
Luljeta,Dauti,F
Shkelzen,Tahiri,M
Tringa,Isufi,F
Flamur,Dauti,M
Drilon,Miftari,M
Hana,Limani,F
Shaban,Kastrati,M
Ganimete,Aliu,F
Besim,Gashi,M
Artan,Kastrati,M
Kushtrim,Sadiku,M
Faton,Tahiri,M
Teuta,Rexhepi,F
Visar,Likaj,M
Valbona,Sadiku,F
Remzije,Hasani,F
Qamile,Hoxha,F
Zef,Demiri,M
Egzon,Selimi,M
Hana,Salihu,F
Arjeta,Mehmeti,F
Valbona,Morina,F
Kujtesa,Berisha,F
Edon,Limani,M
Sokol,Thaqi,M
Gentiana,Limani,F
Edona,Miftari,F
Arben,Sinani,M
Astrit,Sadiku,M
Shkurte,Hajdari,F
Oli,Kryeziu,F
Kushtrim,Maliqi,M
Teuta,Gashi,F
Blerina,Aliu,F
Fitore,Miftari,F
Edona,Bajrami,F
Pranvera,Kabashi,F
Pranvera,Ahmeti,F
Veton,Shala,M
Burbuqe,Dauti,F
Vjollca,Ahmeti,F
Jehona,Kabashi,F
Xhevahire,Mehmeti,F
Edon,Ahmeti,M
Fisnik,Isufi,M
Ganimete,Bytyqi,F
Ganimete,Zeqiri,F
Nderim,Demiri,M
Vlora,Ademi,F
Zef,Miftari,M
Blerim,Ahmeti,M
Erzen,Osmani,M
Astrit,Kabashi,M
Erim,Abazi,M
Astrit,Krasniqi,M
Artan,Hasani,M
Ermal,Likaj,M
Mergim,Kastrati,M
Drita,Shala,F
Iliriana,Abazi,F
Mimoza,Salihu,F
Oli,Ademi,F
Hana,Aliu,F
Xhevdet,Hyseni,M
Gentiana,Kryeziu,F
Sokol,Osmani,M
Flutura,Isufi,F
Majlinda,Osmani,F
Dafina,Hyseni,F
Majlinda,Salihu,F
Naim,Bajrami,M
Iliriana,Gashi,F
Kujtesa,Hajdari,F
Kushtrim,Hyseni,M
Fisnik,Krasniqi,M
Qendrim,Sinani,M
Besarta,Ademi,F
Qamil,Ademi,M
Qamil,Hoxha,M
Zef,Kryeziu,M
Leonora,Bajrami,F
Iliriana,Maliqi,F
Veton,Dauti,M
Mentor,Rugova,M
Gentian,Hoxha,M
Kujtesa,Hoxha,F
Arjeta,Bajrami,F
Tringa,Kabashi,F
Isa,Isufi,M
Egzon,Morina,M
Visar,Gashi,M
Ermal,Syla,M
Qamil,Likaj,M
Rexhep,Morina,M
Skender,Kryeziu,M
Astrit,Krasniqi,M
Haxhere,Hyseni,F
Fitore,Hasani,F
Fisnik,Sinani,M
Qamile,Sinani,F
Luljeta,Sinani,F
Rexhep,Kryeziu,M
Ermal,Salihu,M
Oli,Ferati,F
Drita,Maliqi,F
Pajtime,Maliqi,F
Besarta,Miftari,F
Fisnik,Kabashi,M
Luljeta,Kryeziu,F
Spartak,Ademi,M
Zylfije,Krasniqi,F
Vlora,Rugova,F
Vjollca,Hyseni,F
Shkelzen,Dauti,M
Ramiz,Abazi,M
Fatmir,Ahmeti,M
Ramiz,Bytyqi,M
Yll,Ahmeti,M
Fisnik,Dauti,M
Arjeta,Dauti,F
Mentor,Berisha,M
Edona,Aliu,F
Orhidea,Kastrati,F
Nderim,Kryeziu,M
Qamil,Hasani,M
Fitore,Ademi,F
Bujar,Gashi,M
Rrezart,Kastrati,M
Kujtim,Hajdari,M
Shkurte,Isufi,F
Samir,Ferati,M
Teuta,Miftari,F
Rexhep,Limani,M
Samir,Dauti,M
Edon,Berisha,M
Qendresa,Selimi,F
Leonora,Syla,F
Gentian,Nuhiu,M
Faton,Berisha,M
Rexhep,Hajdari,M
Leonora,Syla,F
Shqipe,Aliu,F
Gezim,Rugova,M
Luljeta,Morina,F
Faton,Likaj,M
Artan,Kryeziu,M
Mentor,Thaqi,M
Gentiana,Mehmeti,F
Dafina,Salihu,F
Mergim,Osmani,M
Pranvera,Ferati,F
Veton,Kastrati,M
Besim,Thaqi,M
Teuta,Aliu,F
Urti,Aliu,F
Drita,Bajrami,F
Petrit,Demiri,M
Erzen,Krasniqi,M
Shkurte,Ahmeti,F
Egzona,Aliu,F
Redon,Hasani,M
Jeta,Rexhepi,F
Artan,Gashi,M
Drita,Tahiri,F
Pranvera,Gashi,F
Flamur,Miftari,M
Naim,Morina,M
Ermal,Ferati,M
Saranda,Berisha,F
Zana,Maliqi,F
Agon,Ahmeti,M
Mimoza,Kryeziu,F
Kushtrim,Zeqiri,M
Drilon,Limani,M
Zana,Syla,F
Fatmire,Likaj,F
Ganimete,Salihu,F
Iliriana,Thaqi,F
Haxhere,Limani,F
Arjeta,Likaj,F
Kastriot,Selimi,M
Oli,Nuhiu,F
Erzen,Rugova,M
Dafina,Morina,F
Egzon,Rugova,M
Majlinda,Kryeziu,F
Fatmire,Bajrami,F
Kujtim,Krasniqi,M
Elira,Syla,F
Adelina,Kabashi,F
Dardan,Hasani,M
Besim,Berisha,M
Bashkim,Aliu,M
Burbuqe,Bytyqi,F
Mentor,Isufi,M
Rexhep,Kastrati,M
Adelina,Isufi,F
Petrit,Salihu,M
Jeta,Limani,F
Bashkim,Zeqiri,M
Isa,Rexhepi,M
Kujtim,Hajdari,M
Fisnik,Aliu,M
Besarta,Krasniqi,F
Gentian,Kabashi,M
Nora,Sinani,F
Xhevahire,Berisha,F
Iliriana,Sinani,F
Leonora,Krasniqi,F
Nora,Syla,F
Vlora,Selimi,F
Gentian,Tahiri,M
Fatmir,Krasniqi,M
Fisnik,Ademi,M
Gezim,Osmani,M
Arben,Bytyqi,M
Qamile,Ferati,F
Xhevahire,Sinani,F
Adelina,Maliqi,F
Nora,Krasniqi,F
Egzon,Kabashi,M
Dafina,Salihu,F
Petrit,Krasniqi,M
Veton,Berisha,M
Qamile,Rugova,F
Hana,Hasani,F
Shaban,Kastrati,M
Arjeta,Ademi,F
Orhidea,Likaj,F
Jeta,Nuhiu,F
Egzon,Thaqi,M
Rexhep,Maliqi,M
Ymerije,Abazi,F
Qamil,Osmani,M
Jehona,Hyseni,F
Valbona,Ferati,F
Petrit,Hoxha,M
Donika,Demiri,F
Endrit,Ahmeti,M
Yll,Ahmeti,M
Shkurte,Syla,F
Shaban,Osmani,M
Qendresa,Abazi,F
Elira,Maliqi,F
Arjeta,Gashi,F
Petrit,Abazi,M
Fitore,Ibrahimi,F
Saranda,Syla,F
Veton,Bajrami,M
Qamile,Gashi,F
Vlora,Thaqi,F
Leonora,Isufi,F
Liridon,Isufi,M
Flamur,Hoxha,M
Blerim,Salihu,M
Tringa,Abazi,F
Blerina,Ahmeti,F
Perparim,Hajdari,M
Ermal,Dauti,M
Burbuqe,Kabashi,F
Zylfije,Osmani,F
Urti,Ferati,F
Ramiz,Berisha,M
Gezim,Ahmeti,M
Urti,Likaj,F
Mergim,Rugova,M
Endrit,Zeqiri,M
Egzon,Krasniqi,M
Fatmire,Mehmeti,F
Veton,Likaj,M
Skender,Bytyqi,M
Vjollca,Demiri,F
Spartak,Aliu,M
Valbona,Morina,F
Valbona,Shala,F
Egzon,Hajdari,M
Ganimete,Aliu,F
Isa,Aliu,M
Bujar,Likaj,M
Valon,Sadiku,M
Samir,Rexhepi,M
Pranvera,Krasniqi,F
Arjeta,Osmani,F
Faton,Berisha,M
Shkelzen,Morina,M
Fjolla,Ibrahimi,F
Yllka,Berisha,F
Burbuqe,Bajrami,F
Kastriot,Kastrati,M
Vlora,Sadiku,F
Rexhep,Salihu,M
Arben,Kabashi,M
Ganimete,Thaqi,F
Adelina,Hasani,F
Ermal,Ibrahimi,M
Xhevahire,Hoxha,F
Besarta,Rugova,F
Urti,Hasani,F
Iliriana,Tahiri,F
Kastriot,Isufi,M
Remzije,Hasani,F
Flamur,Abazi,M
Haxhere,Likaj,F
Teuta,Syla,F
Petrit,Shala,M
Qamile,Selimi,F
Gezim,Likaj,M
Ymerije,Berisha,F
Arben,Maliqi,M
Erim,Dauti,M
Adelina,Kastrati,F
Gentiana,Ademi,F
Nora,Salihu,F
Fisnik,Ahmeti,M
Pajtime,Ahmeti,F
Besnik,Zeqiri,M
Arjeta,Likaj,F
Rina,Zeqiri,F
Leonora,Kryeziu,F
Fjolla,Rexhepi,F
Parin,Ferati,M
Rexhep,Kastrati,M
Zylfije,Hajdari,F
Qamile,Gashi,F
Pajtime,Ferati,F
Arjeta,Miftari,F
Nderim,Hasani,M
Donika,Ferati,F
Mentor,Kryeziu,M
Vlora,Osmani,F
Fjolla,Hajdari,F
Kujtim,Syla,M
Dardan,Likaj,M
Blerta,Bytyqi,F
Edona,Krasniqi,F
Tringa,Rugova,F
Shqipe,Abazi,F
Xhevdet,Bajrami,M
Kaltrina,Kryeziu,F
Bujar,Shala,M
Shkurte,Abazi,F
Zef,Sadiku,M
Perparim,Aliu,M
Bujar,Aliu,M
Valbona,Hasani,F
Iliriana,Hyseni,F
Hana,Salihu,F
Dardan,Zeqiri,M
Zylfije,Hyseni,F
Egzona,Hoxha,F
Remzije,Abazi,F
Perparim,Tahiri,M
Shqipe,Limani,F
Isa,Thaqi,M
Urti,Salihu,F
Shaban,Aliu,M
Nerenxa,Likaj,F
Valbona,Limani,F
Lulzim,Ferati,M
Kushtrim,Nuhiu,M
Flamur,Demiri,M
Ilir,Krasniqi,M
Egzon,Rugova,M
Visar,Bajrami,M
Remzije,Kastrati,F
Ramiz,Ahmeti,M
Egzona,Syla,F
Spartak,Bajrami,M
Urti,Selimi,F
Arjeta,Likaj,F
Qendresa,Zeqiri,F
Lavdim,Gashi,M
Mimoza,Tahiri,F
Flutura,Ferati,F
Valbona,Mehmeti,F
Yllka,Morina,F
Veton,Demiri,M
Isa,Bajrami,M
Gezim,Tahiri,M
Xhevdet,Hoxha,M
Nerenxa,Likaj,F
Blerim,Nuhiu,M
Ymerije,Aliu,F
Agon,Ibrahimi,M
Adelina,Miftari,F
Redon,Kryeziu,M
Pajtime,Kastrati,F
Vlora,Tahiri,F
Nora,Selimi,F
Hana,Mehmeti,F
Sokol,Abazi,M
Teuta,Hyseni,F
Erzen,Ferati,M
Pajtime,Thaqi,F
Pranvera,Kastrati,F
Oli,Krasniqi,F
Blerim,Hasani,M
Agon,Likaj,M
Faton,Nuhiu,M
Erim,Hyseni,M
Shkurte,Miftari,F
Nerenxa,Gashi,F
Zana,Likaj,F
Kujtim,Thaqi,M
Drilon,Hasani,M
Fitore,Salihu,F
Redon,Osmani,M
Dafina,Gashi,F
Xhevdet,Shala,M
Shaban,Nuhiu,M
Tringa,Kabashi,F
Erim,Kryeziu,M
Saranda,Nuhiu,F
Ramiz,Aliu,M
Skender,Abazi,M
Iliriana,Kastrati,F
Ermal,Ferati,M
Lavdim,Thaqi,M
Arjeta,Rexhepi,F
Zylfije,Rugova,F
Zylfije,Maliqi,F
Veton,Hajdari,M
Xheneta,Ibrahimi,F
Bujar,Selimi,M
Shkurte,Kabashi,F
Enver,Ahmeti,M
Orhidea,Sinani,F
Fjolla,Mehmeti,F
Zana,Bytyqi,F
Donika,Selimi,F
Bujar,Kabashi,M
Egzona,Ibrahimi,F
Arben,Aliu,M
Dardan,Ademi,M
Yllka,Sadiku,F
Mimoza,Dauti,F
Skender,Mehmeti,M
Jehona,Hyseni,F
Xhevahire,Kryeziu,F
Rexhep,Isufi,M
Remzije,Ademi,F
Zef,Shala,M
Jeta,Sadiku,F
Luljeta,Bajrami,F
Mergim,Berisha,M
Qamile,Dauti,F
Valbona,Kryeziu,F
Rexhep,Aliu,M
Adelina,Bajrami,F
Shqipe,Maliqi,F
Arjeta,Nuhiu,F
Gentiana,Ferati,F
Parin,Isufi,M
Skender,Ademi,M
Kastriot,Berisha,M
Shkurte,Abazi,F
Gentiana,Hyseni,F
Hana,Kastrati,F
Lavdim,Maliqi,M
Dardan,Selimi,M
Kushtrim,Hasani,M
Endrit,Ahmeti,M
Kujtim,Miftari,M
Pajtime,Bytyqi,F
Agon,Maliqi,M
Kastriot,Gashi,M
Qamile,Sadiku,F
Flamur,Dauti,M
Kaltrina,Sinani,F
Oli,Hoxha,F
Kaltrina,Rexhepi,F
Bashkim,Zeqiri,M
Luljeta,Ademi,F
Luljeta,Ferati,F
Samir,Osmani,M
Veton,Ibrahimi,M
Enver,Syla,M
Oli,Bytyqi,F
Qendresa,Hajdari,F
Vlora,Hasani,F
Spartak,Ademi,M
Samir,Osmani,M
Adelina,Salihu,F
Dafina,Ferati,F
Shkelzen,Rexhepi,M
Zef,Ibrahimi,M
Visar,Kabashi,M
Zana,Salihu,F
Fatmire,Ademi,F
Jeta,Ibrahimi,F
Astrit,Salihu,M
Nerenxa,Ibrahimi,F
Qamil,Osmani,M
Nderim,Likaj,M
Valbona,Isufi,F
Nora,Limani,F
Blerina,Ferati,F
Lulzim,Ferati,M
Burbuqe,Maliqi,F
Kujtesa,Hajdari,F
Fisnik,Tahiri,M
Astrit,Dauti,M
Pranvera,Aliu,F
Gezim,Sadiku,M
Arjeta,Gashi,F
Ramiz,Isufi,M
Drita,Syla,F
Faton,Berisha,M
Rexhep,Limani,M
Liridon,Dauti,M
Mergim,Kryeziu,M
Kaltrina,Osmani,F
Besim,Demiri,M
Rrezart,Bajrami,M
Burbuqe,Syla,F
Faton,Krasniqi,M
Drilon,Kabashi,M
Iliriana,Berisha,F
Remzije,Hasani,F
Astrit,Osmani,M
Nderim,Rugova,M
Vlora,Bytyqi,F
Liridon,Miftari,M
Yllka,Krasniqi,F
Visar,Berisha,M
Oli,Ahmeti,F
Nora,Nuhiu,F
Visar,Likaj,M
Fatmire,Aliu,F
Ermal,Thaqi,M
Naim,Aliu,M
Rina,Rexhepi,F
Drita,Syla,F
Gezim,Bytyqi,M
Nerenxa,Isufi,F
Qendrim,Bajrami,M
Erzen,Dauti,M
Elira,Morina,F
Parin,Osmani,M
Flutura,Ferati,F
Yll,Hajdari,M
Besnik,Dauti,M
Hana,Sadiku,F
Veton,Tahiri,M
Drilon,Miftari,M
Valbona,Salihu,F
Besarta,Thaqi,F
Tringa,Rugova,F
Luan,Maliqi,M
Yll,Limani,M
Kushtrim,Kryeziu,M
Parin,Isufi,M
Dardan,Hajdari,M
Mimoza,Thaqi,F
Gentian,Selimi,M
Besnik,Hoxha,M
Haxhere,Kabashi,F
Jeta,Tahiri,F
Besnik,Salihu,M
Liridon,Kabashi,M
Mentor,Thaqi,M
Drilon,Shala,M
Qamil,Ahmeti,M
Besarta,Nuhiu,F
Tringa,Demiri,F
Kujtim,Selimi,M
Saranda,Tahiri,F
Veton,Zeqiri,M
Gezim,Gashi,M
Sokol,Ademi,M
Burbuqe,Gashi,F
Perparim,Ahmeti,M
Drilon,Bajrami,M
Arjeta,Hoxha,F
Samir,Nuhiu,M
Gentian,Demiri,M
Burbuqe,Hasani,F
Egzona,Hoxha,F
Xhevdet,Shala,M
Ilir,Hoxha,M
Qendresa,Ferati,F
Erim,Hasani,M
Kastriot,Gashi,M
Mimoza,Bajrami,F
Dardan,Selimi,M
Fjolla,Kastrati,F
Valon,Shala,M
Mentor,Salihu,M
Shkelzen,Kryeziu,M
Erzen,Gashi,M
Majlinda,Zeqiri,F
Hana,Demiri,F
Enver,Berisha,M
Xheneta,Nuhiu,F
Fatmir,Likaj,M
Nerenxa,Ademi,F
Kujtim,Maliqi,M
Pranvera,Shala,F
Hana,Dauti,F
Drita,Krasniqi,F
Blerim,Osmani,M
Saranda,Mehmeti,F
Fisnik,Bajrami,M
Ramiz,Ferati,M
Qamil,Syla,M
Drita,Syla,F
Blerina,Abazi,F
Ilir,Sinani,M
Mimoza,Kabashi,F
Fatmire,Kabashi,F
